XLabel;Wavenumber
YLabel;%Transmittance
FileType;%Transmittance
DisplayDirection;20300
PeakDirection;20311
793,922959;64,198716
794,388877;64,629051
794,854794;64,908634
795,320711;65,175321
795,786628;65,530638
796,252545;65,742073
796,718463;65,581374
797,18438;65,244643
797,650297;65,111563
798,116214;65,258436
798,582132;65,516796
799,048049;65,836006
799,513966;66,250935
799,979883;66,613954
800,445801;66,733866
800,911718;66,735949
801,377635;66,962423
801,843552;67,499442
802,309469;68,056667
802,775387;68,341232
803,241304;68,34705
803,707221;68,2616
804,173138;68,273238
804,639056;68,499714
805,104973;68,915386
805,57089;69,312414
806,036807;69,477737
806,502725;69,414555
806,968642;69,307156
807,434559;69,299773
807,900476;69,409434
808,366393;69,616762
808,832311;69,922601
809,298228;70,337345
809,764145;70,871729
810,230062;71,467401
810,69598;71,913274
811,161897;71,987445
811,627814;71,731986
812,093731;71,431293
812,559649;71,276652
813,025566;71,208015
813,491483;71,1665
813,9574;71,273839
814,423317;71,589026
814,889235;71,898865
815,355152;71,986867
815,821069;71,956175
816,286986;72,053822
816,752904;72,296821
817,218821;72,505906
817,684738;72,606722
818,150655;72,682688
818,616572;72,79479
819,08249;72,940223
819,548407;73,1308
820,014324;73,328102
820,480241;73,370975
820,946159;73,166805
821,412076;72,915932
821,877993;72,955124
822,34391;73,359144
822,809828;73,856976
823,275745;74,142457
823,741662;74,157799
824,207579;74,077801
824,673496;74,081583
825,139414;74,170401
825,605331;74,194705
826,071248;74,085391
826,537165;74,018091
827,003083;74,228758
827,469;74,670942
827,934917;75,020993
828,400834;75,077266
828,866752;74,944543
829,332669;74,76938
829,798586;74,537026
830,264503;74,254331
830,73042;74,101636
831,196338;74,199002
831,662255;74,388576
832,128172;74,476606
832,594089;74,541575
833,060007;74,758933
833,525924;75,042164
833,991841;75,129828
834,457758;74,97273
834,923676;74,794998
835,389593;74,774226
835,85551;74,874583
836,321427;75,005314
836,787344;75,14925
837,253262;75,309205
837,719179;75,475832
838,185096;75,677122
838,651013;75,941735
839,116931;76,196062
839,582848;76,306344
840,048765;76,250461
840,514682;76,171472
840,9806;76,226737
841,446517;76,43455
841,912434;76,676678
842,378351;76,806731
842,844268;76,779011
843,310186;76,703139
843,776103;76,749961
844,24202;76,974131
844,707937;77,252992
845,173855;77,428859
845,639772;77,46175
846,105689;77,417625
846,571606;77,362464
847,037524;77,313549
847,503441;77,263422
847,969358;77,214942
848,435275;77,2111
848,901192;77,323318
849,36711;77,56135
849,833027;77,815408
850,298944;77,982413
850,764861;78,123071
851,230779;78,354865
851,696696;78,60681
852,162613;78,653215
852,62853;78,431099
853,094447;78,153347
853,560365;78,044359
854,026282;78,113322
854,492199;78,264306
854,958116;78,46561
855,424034;78,694911
855,889951;78,852867
856,355868;78,862412
856,821785;78,770242
857,287703;78,663276
857,75362;78,576449
858,219537;78,563099
858,685454;78,725599
859,151371;79,044963
859,617289;79,297768
860,083206;79,308735
860,549123;79,201834
861,01504;79,240301
861,480958;79,463489
861,946875;79,650872
862,412792;79,624575
862,878709;79,433109
863,344627;79,229343
863,810544;79,101446
864,276461;79,077056
864,742378;79,189505
865,208295;79,458855
865,674213;79,837192
866,14013;80,211489
866,606047;80,46921
867,071964;80,574126
867,537882;80,57081
868,003799;80,504464
868,469716;80,363513
868,935633;80,137327
869,401551;79,908656
869,867468;79,821036
870,333385;79,9337
870,799302;80,156908
871,265219;80,356729
871,731137;80,479038
872,197054;80,55928
872,662971;80,657197
873,128888;80,802653
873,594806;80,982477
874,060723;81,173168
874,52664;81,389372
874,992557;81,650825
875,458475;81,8702
875,924392;81,864606
876,390309;81,579824
876,856226;81,224193
877,322143;81,055717
877,788061;81,087674
878,253978;81,13137
878,719895;81,092834
879,185812;81,061628
879,65173;81,112962
880,117647;81,20038
880,583564;81,288534
881,049481;81,429307
881,515399;81,640634
881,981316;81,84359
882,447233;81,982604
882,91315;82,087387
883,379067;82,167738
883,844985;82,173866
884,310902;82,119395
884,776819;82,118516
885,242736;82,230755
885,708654;82,379628
886,174571;82,490679
886,640488;82,589824
887,106405;82,689627
887,572322;82,696508
888,03824;82,539699
888,504157;82,310389
888,970074;82,173622
889,435991;82,196855
889,901909;82,34091
890,367826;82,549702
890,833743;82,769903
891,29966;82,944521
891,765578;83,055478
892,231495;83,127506
892,697412;83,158935
893,163329;83,116455
893,629246;83,029923
894,095164;83,005426
894,561081;83,093264
895,026998;83,222118
895,492915;83,316172
895,958833;83,395014
896,42475;83,503392
896,890667;83,62356
897,356584;83,721109
897,822502;83,805673
898,288419;83,887743
898,754336;83,942291
899,220253;83,967477
899,68617;84,012162
900,152088;84,099278
900,618005;84,192623
901,083922;84,277775
901,549839;84,389718
902,015757;84,520029
902,481674;84,597238
902,947591;84,612887
903,413508;84,658106
903,879426;84,767319
904,345343;84,83658
904,81126;84,788786
905,277177;84,714005
905,743094;84,73072
906,209012;84,79788
906,674929;84,801823
907,140846;84,761954
907,606763;84,806147
908,072681;84,970237
908,538598;85,154663
909,004515;85,273672
909,470432;85,338567
909,93635;85,389824
910,402267;85,439806
910,868184;85,496343
911,334101;85,565989
911,800018;85,617437
912,265936;85,599412
912,731853;85,506433
913,19777;85,390768
913,663687;85,316208
914,129605;85,332516
914,595522;85,464157
915,061439;85,666784
915,527356;85,821396
915,993273;85,834362
916,459191;85,734798
916,925108;85,63497
917,391025;85,615746
917,856942;85,700718
918,32286;85,902423
918,788777;86,203394
919,254694;86,499333
919,720611;86,645016
920,186529;86,585234
920,652446;86,408376
921,118363;86,259338
921,58428;86,230197
922,050197;86,327435
922,516115;86,482494
922,982032;86,587992
923,447949;86,577904
923,913866;86,489563
924,379784;86,421118
924,845701;86,423859
925,311618;86,467972
925,777535;86,515302
926,243453;86,580185
926,70937;86,698424
927,175287;86,868077
927,641204;87,046279
928,107121;87,19253
928,573039;87,29725
929,038956;87,363393
929,504873;87,370323
929,97079;87,277649
930,436708;87,085698
930,902625;86,886854
931,368542;86,821087
931,834459;86,949735
932,300377;87,188186
932,766294;87,393236
933,232211;87,499576
933,698128;87,543963
934,164045;87,574639
934,629963;87,585433
935,09588;87,550732
935,561797;87,484207
936,027714;87,431836
936,493632;87,4232
936,959549;87,455907
937,425466;87,519258
937,891383;87,606922
938,357301;87,700123
938,823218;87,757719
939,289135;87,742589
939,755052;87,657688
940,220969;87,545734
940,686887;87,455322
941,152804;87,411826
941,618721;87,408799
942,084638;87,411293
942,550556;87,375364
943,016473;87,292119
943,48239;87,215556
943,948307;87,2175
944,414225;87,304767
944,880142;87,406621
945,346059;87,459241
945,811976;87,470106
946,277893;87,47421
946,743811;87,464004
947,209728;87,406944
947,675645;87,313299
948,141562;87,240127
948,60748;87,230129
949,073397;87,276811
949,539314;87,344759
950,005231;87,392412
950,471148;87,381139
950,937066;87,297436
951,402983;87,167406
951,8689;87,027747
952,334817;86,891488
952,800735;86,766383
953,266652;86,6891
953,732569;86,698341
954,198486;86,777153
954,664404;86,861945
955,130321;86,909939
955,596238;86,921925
956,062155;86,904155
956,528072;86,851167
956,99399;86,770734
957,459907;86,689361
957,925824;86,624965
958,391741;86,578033
958,857659;86,545888
959,323576;86,515942
959,789493;86,454585
960,25541;86,341394
960,721328;86,206851
961,187245;86,097023
961,653162;86,011675
962,119079;85,923206
962,584996;85,845169
963,050914;85,823419
963,516831;85,858642
963,982748;85,892238
964,448665;85,870335
964,914583;85,766152
965,3805;85,550775
965,846417;85,224907
966,312334;84,88994
966,778252;84,697708
967,244169;84,685962
967,710086;84,732133
968,176003;84,714928
968,64192;84,650401
969,107838;84,615465
969,573755;84,608725
970,039672;84,566414
970,505589;84,471008
970,971507;84,359058
971,437424;84,237088
971,903341;84,067253
972,369258;83,842378
972,835176;83,618256
973,301093;83,454916
973,76701;83,358674
974,232927;83,28695
974,698844;83,184009
975,164762;83,018311
975,630679;82,810978
976,096596;82,622831
976,562513;82,492809
977,028431;82,398538
977,494348;82,296054
977,960265;82,177163
978,426182;82,059131
978,892099;81,936939
979,358017;81,786621
979,823934;81,613904
980,289851;81,464492
980,755768;81,374599
981,221686;81,327951
981,687603;81,268613
982,15352;81,149787
982,619437;80,971
983,085355;80,772293
983,551272;80,594164
984,017189;80,446286
984,483106;80,316474
984,949023;80,194375
985,414941;80,066445
985,880858;79,903398
986,346775;79,689843
986,812692;79,463396
987,27861;79,284287
987,744527;79,158224
988,210444;79,026974
988,676361;78,846351
989,142279;78,633162
989,608196;78,421352
990,074113;78,216391
990,54003;78,021132
991,005947;77,867486
991,471865;77,780678
991,937782;77,730383
992,403699;77,649184
992,869616;77,488824
993,335534;77,245347
993,801451;76,951878
994,267368;76,665843
994,733285;76,443235
995,199203;76,29901
995,66512;76,197906
996,131037;76,092235
996,596954;75,954073
997,062871;75,773239
997,528789;75,556485
997,994706;75,336675
998,460623;75,150327
998,92654;74,992293
999,392458;74,821157
999,858375;74,618355
1000,324292;74,406037
1000,790209;74,198363
1001,256127;73,981303
1001,722044;73,759354
1002,187961;73,572381
1002,653878;73,432342
1003,119795;73,284447
1003,585713;73,072388
1004,05163;72,812549
1004,517547;72,564742
1004,983464;72,352789
1005,449382;72,153955
1005,915299;71,950701
1006,381216;71,754413
1006,847133;71,582407
1007,313051;71,437029
1007,778968;71,304077
1008,244885;71,157453
1008,710802;70,974404
1009,176719;70,755156
1009,642637;70,516941
1010,108554;70,268935
1010,574471;70,013734
1011,040388;69,772997
1011,506306;69,580065
1011,972223;69,438707
1012,43814;69,317829
1012,904057;69,192143
1013,369974;69,054979
1013,835892;68,890559
1014,301809;68,681282
1014,767726;68,453817
1015,233643;68,266801
1015,699561;68,128967
1016,165478;67,975996
1016,631395;67,760501
1017,097312;67,521469
1017,56323;67,324045
1018,029147;67,163951
1018,495064;66,977688
1018,960981;66,729836
1019,426898;66,451995
1019,892816;66,203076
1020,358733;66,019991
1020,82465;65,9022
1021,290567;65,819885
1021,756485;65,73474
1022,222402;65,619244
1022,688319;65,455534
1023,154236;65,230621
1023,620154;64,95553
1024,086071;64,678299
1024,551988;64,445285
1025,017905;64,251159
1025,483822;64,059096
1025,94974;63,866387
1026,415657;63,709523
1026,881574;63,603817
1027,347491;63,520505
1027,813409;63,428568
1028,279326;63,317535
1028,745243;63,17623
1029,21116;62,996689
1029,677078;62,807353
1030,142995;62,655462
1030,608912;62,543107
1031,074829;62,421775
1031,540746;62,259514
1032,006664;62,068176
1032,472581;61,858517
1032,938498;61,625015
1033,404415;61,393709
1033,870333;61,229654
1034,33625;61,163091
1034,802167;61,144659
1035,268084;61,098587
1035,734002;60,986685
1036,199919;60,807441
1036,665836;60,577206
1037,131753;60,3373
1037,59767;60,144049
1038,063588;60,022246
1038,529505;59,946615
1038,995422;59,879506
1039,461339;59,800265
1039,927257;59,69424
1040,393174;59,550342
1040,859091;59,381386
1041,325008;59,217649
1041,790926;59,07298
1042,256843;58,942468
1042,72276;58,830632
1043,188677;58,748992
1043,654594;58,689122
1044,120512;58,631751
1044,586429;58,574707
1045,052346;58,517697
1045,518263;58,43784
1045,984181;58,324742
1046,450098;58,218945
1046,916015;58,1622
1047,381932;58,128786
1047,847849;58,064674
1048,313767;57,974508
1048,779684;57,901308
1049,245601;57,838371
1049,711518;57,741178
1050,177436;57,618205
1050,643353;57,526385
1051,10927;57,475595
1051,575187;57,418303
1052,041105;57,338601
1052,507022;57,269936
1052,972939;57,216944
1053,438856;57,142811
1053,904773;57,048389
1054,370691;56,984928
1054,836608;56,972142
1055,302525;56,977574
1055,768442;56,98804
1056,23436;57,021457
1056,700277;57,056679
1057,166194;57,038862
1057,632111;56,97462
1058,098029;56,936316
1058,563946;56,947488
1059,029863;56,946275
1059,49578;56,889045
1059,961697;56,808513
1060,427615;56,741495
1060,893532;56,682267
1061,359449;56,641603
1061,825366;56,668443
1062,291284;56,768047
1062,757201;56,869512
1063,223118;56,917065
1063,689035;56,929946
1064,154953;56,937577
1064,62087;56,922782
1065,086787;56,868616
1065,552704;56,80224
1066,018621;56,757383
1066,484539;56,745524
1066,950456;56,786516
1067,416373;56,903489
1067,88229;57,060736
1068,348208;57,17082
1068,814125;57,191
1069,280042;57,157849
1069,745959;57,11515
1070,211877;57,076565
1070,677794;57,072407
1071,143711;57,146649
1071,609628;57,275189
1072,075545;57,366366
1072,541463;57,381972
1073,00738;57,387079
1073,473297;57,445197
1073,939214;57,536435
1074,405132;57,615912
1074,871049;57,683698
1075,336966;57,758721
1075,802883;57,84481
1076,2688;57,954016
1076,734718;58,100451
1077,200635;58,244671
1077,666552;58,313387
1078,132469;58,303549
1078,598387;58,299741
1079,064304;58,363122
1079,530221;58,471311
1079,996138;58,587022
1080,462056;58,705323
1080,927973;58,810012
1081,39389;58,871153
1081,859807;58,917558
1082,325724;59,024371
1082,791642;59,195163
1083,257559;59,347149
1083,723476;59,452424
1084,189393;59,595529
1084,655311;59,834627
1085,121228;60,098813
1085,587145;60,290948
1086,053062;60,409628
1086,51898;60,501897
1086,984897;60,571679
1087,450814;60,612331
1087,916731;60,668732
1088,382648;60,789687
1088,848566;60,96244
1089,314483;61,153526
1089,7804;61,365822
1090,246317;61,599934
1090,712235;61,810871
1091,178152;61,963924
1091,644069;62,092033
1092,109986;62,246364
1092,575904;62,429181
1093,041821;62,620507
1093,507738;62,82515
1093,973655;63,043265
1094,439572;63,235051
1094,90549;63,364649
1095,371407;63,451851
1095,837324;63,547929
1096,303241;63,688151
1096,769159;63,885154
1097,235076;64,124727
1097,700993;64,349677
1098,16691;64,500928
1098,632828;64,595308
1099,098745;64,709645
1099,564662;64,873502
1100,030579;65,04177
1100,496496;65,188264
1100,962414;65,343971
1101,428331;65,510199
1101,894248;65,618075
1102,360165;65,630187
1102,826083;65,616759
1103,292;65,673131
1103,757917;65,808566
1104,223834;65,960543
1104,689752;66,073868
1105,155669;66,133006
1105,621586;66,166383
1106,087503;66,249948
1106,55342;66,452879
1107,019338;66,742002
1107,485255;66,987492
1107,951172;67,095468
1108,417089;67,08672
1108,883007;67,027234
1109,348924;66,950694
1109,814841;66,881963
1110,280758;66,863263
1110,746675;66,90322
1111,212593;66,95138
1111,67851;66,968437
1112,144427;66,97621
1112,610344;67,005204
1113,076262;67,046428
1113,542179;67,090132
1114,008096;67,153362
1114,474013;67,226912
1114,939931;67,251994
1115,405848;67,199308
1115,871765;67,124894
1116,337682;67,100906
1116,803599;67,1286
1117,269517;67,161751
1117,735434;67,176569
1118,201351;67,172315
1118,667268;67,135547
1119,133186;67,051616
1119,599103;66,936405
1120,06502;66,825523
1120,530937;66,744064
1120,996855;66,700316
1121,462772;66,684277
1121,928689;66,661143
1122,394606;66,597324
1122,860523;66,502883
1123,326441;66,417356
1123,792358;66,351823
1124,258275;66,285377
1124,724192;66,221152
1125,19011;66,195304
1125,656027;66,218241
1126,121944;66,253381
1126,587861;66,266166
1127,053779;66,249433
1127,519696;66,196671
1127,985613;66,104845
1128,45153;66,0115
1128,917447;65,968715
1129,383365;65,96436
1129,849282;65,928663
1130,315199;65,836174
1130,781116;65,739335
1131,247034;65,680024
1131,712951;65,634787
1132,178868;65,581495
1132,644785;65,553053
1133,110703;65,574109
1133,57662;65,594989
1134,042537;65,544485
1134,508454;65,420272
1134,974371;65,284731
1135,440289;65,193674
1135,906206;65,16292
1136,372123;65,178296
1136,83804;65,203744
1137,303958;65,200458
1137,769875;65,165163
1138,235792;65,133337
1138,701709;65,129794
1139,167627;65,137488
1139,633544;65,125067
1140,099461;65,077334
1140,565378;64,990785
1141,031295;64,873683
1141,497213;64,762647
1141,96313;64,703369
1142,429047;64,697065
1142,894964;64,695672
1143,360882;64,662756
1143,826799;64,60738
1144,292716;64,550072
1144,758633;64,494588
1145,22455;64,446696
1145,690468;64,422624
1146,156385;64,422038
1146,622302;64,424325
1147,088219;64,421129
1147,554137;64,417286
1148,020054;64,395041
1148,485971;64,322149
1148,951888;64,206433
1149,417806;64,097338
1149,883723;64,018839
1150,34964;63,945434
1150,815557;63,860586
1151,281474;63,789591
1151,747392;63,750162
1152,213309;63,715219
1152,679226;63,655136
1153,145143;63,581325
1153,611061;63,518958
1154,076978;63,465635
1154,542895;63,403182
1155,008812;63,327769
1155,47473;63,250259
1155,940647;63,186395
1156,406564;63,152804
1156,872481;63,145234
1157,338398;63,11897
1157,804316;63,028715
1158,270233;62,893614
1158,73615;62,782562
1159,202067;62,72739
1159,667985;62,691417
1160,133902;62,632445
1160,599819;62,551518
1161,065736;62,466794
1161,531654;62,386001
1161,997571;62,322849
1162,463488;62,29698
1162,929405;62,297154
1163,395322;62,28265
1163,86124;62,236831
1164,327157;62,180143
1164,793074;62,118926
1165,258991;62,029184
1165,724909;61,909021
1166,190826;61,798206
1166,656743;61,721206
1167,12266;61,655684
1167,588578;61,583089
1168,054495;61,525165
1168,520412;61,49962
1168,986329;61,480005
1169,452246;61,433334
1169,918164;61,365259
1170,384081;61,297749
1170,849998;61,230912
1171,315915;61,154561
1171,781833;61,069687
1172,24775;60,973349
1172,713667;60,850507
1173,179584;60,706695
1173,645501;60,583041
1174,111419;60,512631
1174,577336;60,480976
1175,043253;60,448683
1175,50917;60,392899
1175,975088;60,311673
1176,441005;60,211967
1176,906922;60,110788
1177,372839;60,028509
1177,838757;59,968585
1178,304674;59,920958
1178,770591;59,885503
1179,236508;59,862972
1179,702425;59,823514
1180,168343;59,725191
1180,63426;59,574533
1181,100177;59,431293
1181,566094;59,338038
1182,032012;59,275901
1182,497929;59,202176
1182,963846;59,100116
1183,429763;58,980277
1183,895681;58,863628
1184,361598;58,773989
1184,827515;58,718756
1185,293432;58,671177
1185,759349;58,600965
1186,225267;58,521129
1186,691184;58,46791
1187,157101;58,437267
1187,623018;58,387081
1188,088936;58,303125
1188,554853;58,209848
1189,02077;58,110422
1189,486687;57,97545
1189,952605;57,808176
1190,418522;57,664597
1190,884439;57,581217
1191,350356;57,528861
1191,816273;57,464084
1192,282191;57,380969
1192,748108;57,285065
1193,214025;57,161901
1193,679942;57,007877
1194,14586;56,858744
1194,611777;56,752229
1195,077694;56,684843
1195,543611;56,630466
1196,009529;56,578058
1196,475446;56,529605
1196,941363;56,482537
1197,40728;56,431837
1197,873197;56,371525
1198,339115;56,287047
1198,805032;56,170606
1199,270949;56,047542
1199,736866;55,956908
1200,202784;55,900307
1200,668701;55,840447
1201,134618;55,753517
1201,600535;55,650407
1202,066453;55,545643
1202,53237;55,442395
1202,998287;55,349132
1203,464204;55,271824
1203,930121;55,19125
1204,396039;55,091658
1204,861956;55,006287
1205,327873;54,979479
1205,79379;54,984117
1206,259708;54,940374
1206,725625;54,8271
1207,191542;54,710051
1207,657459;54,642001
1208,123376;54,598728
1208,589294;54,537144
1209,055211;54,452215
1209,521128;54,345342
1209,987045;54,200155
1210,452963;54,033008
1210,91888;53,913321
1211,384797;53,88241
1211,850714;53,888814
1212,316632;53,848464
1212,782549;53,740179
1213,248466;53,606848
1213,714383;53,49445
1214,1803;53,427151
1214,646218;53,41084
1215,112135;53,42035
1215,578052;53,405097
1216,043969;53,339994
1216,509887;53,252538
1216,975804;53,177409
1217,441721;53,108891
1217,907638;53,021204
1218,373556;52,910018
1218,839473;52,790775
1219,30539;52,680675
1219,771307;52,602885
1220,237224;52,579747
1220,703142;52,596131
1221,169059;52,594181
1221,634976;52,530603
1222,100893;52,422217
1222,566811;52,316504
1223,032728;52,236321
1223,498645;52,171368
1223,964562;52,104649
1224,43048;52,029678
1224,896397;51,954552
1225,362314;51,896847
1225,828231;51,859781
1226,294148;51,814397
1226,760066;51,728361
1227,225983;51,609263
1227,6919;51,49279
1228,157817;51,394572
1228,623735;51,307343
1229,089652;51,238302
1229,555569;51,201852
1230,021486;51,171051
1230,487404;51,085376
1230,953321;50,922809
1231,419238;50,726517
1231,885155;50,548787
1232,351072;50,404904
1232,81699;50,288498
1233,282907;50,188024
1233,748824;50,076118
1234,214741;49,92662
1234,680659;49,758671
1235,146576;49,625768
1235,612493;49,547738
1236,07841;49,491564
1236,544327;49,430276
1237,010245;49,378558
1237,476162;49,355392
1237,942079;49,35123
1238,407996;49,348362
1238,873914;49,339467
1239,339831;49,317633
1239,805748;49,287032
1240,271665;49,289787
1240,737583;49,376709
1241,2035;49,539098
1241,669417;49,71161
1242,135334;49,853715
1242,601251;49,985984
1243,067169;50,135853
1243,533086;50,294866
1243,999003;50,44494
1244,46492;50,581268
1244,930838;50,693203
1245,396755;50,768069
1245,862672;50,831605
1246,328589;50,939169
1246,794507;51,104622
1247,260424;51,27627
1247,726341;51,402145
1248,192258;51,481032
1248,658175;51,532965
1249,124093;51,562756
1249,59001;51,576289
1250,055927;51,594126
1250,521844;51,622958
1250,987762;51,645401
1251,453679;51,659119
1251,919596;51,694352
1252,385513;51,772128
1252,851431;51,873432
1253,317348;51,965633
1253,783265;52,031139
1254,249182;52,06077
1254,715099;52,054416
1255,181017;52,040472
1255,646934;52,057354
1256,112851;52,100838
1256,578768;52,126536
1257,044686;52,119249
1257,510603;52,119414
1257,97652;52,160766
1258,442437;52,220483
1258,908355;52,255233
1259,374272;52,253571
1259,840189;52,23163
1260,306106;52,210345
1260,772023;52,218518
1261,237941;52,282322
1261,703858;52,384277
1262,169775;52,463072
1262,635692;52,479576
1263,10161;52,460751
1263,567527;52,459238
1264,033444;52,492502
1264,499361;52,542446
1264,965279;52,590056
1265,431196;52,624626
1265,897113;52,63745
1266,36303;52,631768
1266,828947;52,628699
1267,294865;52,645907
